timestamp,t_hours,temperature_c,ph,ph_true,do_percent,biomass_gL,substrate_gL,product_titer_gL,feed_rate_Lh
2026-01-01 00:28:00.000000001,0.4667,35.128,6.8225,6.8225,66.676,2.0766,8.158,0.0773,0.507
2026-01-01 00:28:59.999999998,0.4833,35.132,6.8085,6.8085,66.176,2.1667,7.9501,0.0534,0.5008
2026-01-01 00:30:00.000000000,0.5,35.221,6.79,6.79,67.354,1.9294,8.0976,0.1477,0.5068
2026-01-01 00:31:00.000000001,0.5167,35.097,6.8151,6.8151,67.086,1.9953,8.0167,0.1975,0.5219
2026-01-01 00:31:59.999999998,0.5333,35.096,6.7845,6.7845,66.125,2.0632,8.0837,0.122,0.5221
2026-01-01 00:33:00.000000000,0.55,35.084,6.7937,6.7937,66.098,2.0046,7.8272,0.0476,0.4647
2026-01-01 00:34:00.000000001,0.5667,35.159,6.7996,6.7996,64.011,2.0333,7.8852,0.2289,0.5171
2026-01-01 00:34:59.999999998,0.5833,35.188,6.8319,6.8319,66.066,2.1699,7.8833,0.1499,0.5099
2026-01-01 00:36:00.000000000,0.6,35.129,6.8082,6.8082,65.279,2.0569,7.9933,0.1347,0.5007
2026-01-01 00:37:00.000000001,0.6167,35.096,6.8069,6.8069,66.574,1.9245,8.0278,0.0685,0.5343
2026-01-01 00:37:59.999999998,0.6333,35.101,6.8554,6.8554,66.554,2.0389,7.9252,0.1285,0.5351
2026-01-01 00:39:00.000000000,0.65,35.178,6.8237,6.8237,67.023,2.0794,8.0356,0.1627,0.5181
2026-01-01 00:40:00.000000001,0.6667,35.186,6.8239,6.8239,67.617,2.0798,7.8171,0.1543,0.4891
2026-01-01 00:40:59.999999998,0.6833,35.179,6.8101,6.8101,66.513,2.1231,8.032,0.0959,0.4762
2026-01-01 00:42:00.000000000,0.7,35.122,6.806,6.806,68.392,2.1185,8.0492,0.1278,0.5151
2026-01-01 00:43:00.000000001,0.7167,35.17,6.7746,6.7746,66.787,2.0714,7.996,0.1006,0.5272
2026-01-01 00:43:59.999999998,0.7333,35.167,6.8381,6.8381,65.586,1.989,7.9121,0.2153,0.4594
2026-01-01 00:45:00.000000000,0.75,35.176,6.8281,6.8281,66.217,2.0512,7.9966,0.1776,0.5217
2026-01-01 00:46:00.000000001,0.7667,35.211,6.816,6.816,66.401,2.0386,7.7531,0.1074,0.4949
2026-01-01 00:46:59.999999998,0.7833,35.182,6.8172,6.8172,67.205,2.0676,7.9145,0.0759,0.4638
2026-01-01 00:48:00.000000000,0.8,35.208,6.8351,6.8351,66.006,2.1476,7.9274,0.149,0.5094
2026-01-01 00:49:00.000000001,0.8167,35.18,6.7896,6.7896,66.557,2.1266,7.6805,0.1112,0.5182
2026-01-01 00:49:59.999999998,0.8333,35.194,6.8093,6.8093,66.697,2.1622,7.9488,0.1157,0.493
2026-01-01 00:51:00.000000000,0.85,35.214,6.7988,6.7988,66.499,2.0675,7.6878,0.0806,0.4789
2026-01-01 00:52:00.000000001,0.8667,35.113,6.8573,6.8573,67.537,2.2209,7.8086,0.0875,0.5342
2026-01-01 00:52:59.999999998,0.8833,35.173,6.8398,6.8398,67.431,2.156,7.8763,0.147,0.4866
2026-01-01 00:54:00.000000000,0.9,35.168,6.7786,6.7786,67.882,2.1131,7.7584,0.1262,0.5232
2026-01-01 00:55:00.000000001,0.9167,35.162,6.7928,6.7928,66.713,2.1544,7.878,0.2652,0.4697
2026-01-01 00:55:59.999999998,0.9333,35.183,6.8208,6.8208,67.969,2.0541,7.8732,0.1708,0.5083
2026-01-01 00:57:00.000000000,0.95,35.274,6.8144,6.8144,65.945,1.9414,7.7378,0.0843,0.5078
2026-01-01 00:58:00.000000001,0.9667,35.159,6.7978,6.7978,65.954,2.0636,7.9436,0.0658,0.5175
2026-01-01 00:58:59.999999998,0.9833,35.253,6.8635,6.8635,66.122,2.1739,7.7414,0.1633,0.5299
2026-01-01 01:00:00.000000000,1.0,35.123,6.8313,6.8313,67.129,2.1225,8.1969,0.1243,0.4837
2026-01-01 01:01:00.000000001,1.0167,35.193,6.8349,6.8349,68.111,2.1071,7.8349,0.2114,0.5104
2026-01-01 01:01:59.999999998,1.0333,35.221,6.8119,6.8119,66.694,2.0522,7.6732,0.1597,0.4727
2026-01-01 01:03:00.000000000,1.05,35.244,6.8406,6.8406,66.822,1.9656,7.6989,0.0472,0.4724
2026-01-01 01:04:00.000000001,1.0667,35.253,6.8189,6.8189,67.057,2.238,8.0163,0.0962,0.4884
2026-01-01 01:04:59.999999998,1.0833,35.26,6.8212,6.8212,67.714,2.1094,7.7804,0.1141,0.5082
2026-01-01 01:06:00.000000000,1.1,35.205,6.8395,6.8395,66.899,2.0937,7.6349,0.1708,0.5335
2026-01-01 01:07:00.000000001,1.1167,35.201,6.795,6.795,66.88,2.0763,7.9651,0.0968,0.5372
2026-01-01 01:07:59.999999998,1.1333,35.27,6.8599,6.8599,66.255,2.2324,7.7724,0.1578,0.4929
2026-01-01 01:09:00.000000000,1.15,35.219,6.832,6.832,66.899,2.2045,7.9304,0.0841,0.5061
2026-01-01 01:10:00.000000001,1.1667,35.167,6.8543,6.8543,68.322,2.0587,7.9703,0.152,0.5189
2026-01-01 01:10:59.999999998,1.1833,35.177,6.8075,6.8075,67.477,2.2312,7.8688,0.171,0.5153
2026-01-01 01:12:00.000000000,1.2,35.189,6.8109,6.8109,66.835,2.1285,8.1847,0.2263,0.4966
2026-01-01 01:13:00.000000001,1.2167,35.262,6.8065,6.8065,68.439,2.0932,7.5642,0.1663,0.5015
2026-01-01 01:13:59.999999998,1.2333,35.247,6.8351,6.8351,67.004,2.1206,7.6979,0.1139,0.4978
2026-01-01 01:15:00.000000000,1.25,35.276,6.8318,6.8318,68.63,2.0834,7.7798,0.2302,0.4958
2026-01-01 01:16:00.000000001,1.2667,35.222,6.8215,6.8215,68.639,2.0424,8.1551,0.1471,0.4932
2026-01-01 01:16:59.999999998,1.2833,35.253,6.8108,6.8108,67.582,2.2122,8.0832,0.1957,0.4976
2026-01-01 01:18:00.000000000,1.3,35.278,6.8061,6.8061,66.359,2.1345,8.0045,0.1272,0.4919
2026-01-01 01:19:00.000000001,1.3167,35.233,6.8308,6.8308,69.41,2.2036,7.6897,0.1631,0.4773
2026-01-01 01:19:59.999999998,1.3333,35.273,6.8228,6.8228,67.908,2.1792,7.7049,0.1193,0.5173
2026-01-01 01:21:00.000000000,1.35,35.219,6.8188,6.8188,67.358,2.2021,7.6799,0.1762,0.5103
2026-01-01 01:22:00.000000001,1.3667,35.235,6.8637,6.8637,68.401,1.9966,7.6843,0.2011,0.5375
2026-01-01 01:22:59.999999998,1.3833,35.236,6.8315,6.8315,68.217,2.0929,8.0234,0.1369,0.5074
2026-01-01 01:24:00.000000000,1.4,35.197,6.8589,6.8589,68.722,2.2099,7.7606,0.1349,0.4917
2026-01-01 01:25:00.000000001,1.4167,35.283,6.8231,6.8231,67.161,2.0644,7.7781,0.1811,0.4875
2026-01-01 01:25:59.999999998,1.4333,35.236,6.839,6.839,67.963,2.1982,7.9087,0.1227,0.5009
2026-01-01 01:27:00.000000000,1.45,35.262,6.8333,6.8333,66.776,2.0592,7.5407,0.0889,0.5111
2026-01-01 01:28:00.000000001,1.4667,35.286,6.8008,6.8008,68.274,2.1738,7.7958,0.1832,0.4951
2026-01-01 01:28:59.999999998,1.4833,35.286,6.8636,6.8636,67.738,2.3033,7.621,0.1609,0.4706
2026-01-01 01:30:00.000000000,1.5,35.298,6.8327,6.8327,67.996,2.2385,7.7391,0.1606,0.4852
2026-01-01 01:31:00.000000001,1.5167,35.261,6.8506,6.8506,67.669,2.0305,7.6929,0.1939,0.5004
2026-01-01 01:31:59.999999998,1.5333,35.246,6.8209,6.8209,67.6,2.2485,7.6829,0.2017,0.5148
2026-01-01 01:33:00.000000000,1.55,35.264,6.833,6.833,67.12,2.3285,7.8101,0.1614,0.4703
2026-01-01 01:34:00.000000001,1.5667,35.185,6.8192,6.8192,68.46,2.4085,7.8072,0.1141,0.5053
2026-01-01 01:34:59.999999998,1.5833,35.198,6.8616,6.8616,69.033,2.2248,7.7387,0.1391,0.5044
2026-01-01 01:36:00.000000000,1.6,35.205,6.8434,6.8434,67.408,2.0797,7.825,0.201,0.491
2026-01-01 01:37:00.000000001,1.6167,35.222,6.8448,6.8448,68.308,2.2257,7.6368,0.1794,0.4883
2026-01-01 01:37:59.999999998,1.6333,35.293,6.8649,6.8649,68.222,2.3206,7.867,0.1458,0.4853
2026-01-01 01:39:00.000000000,1.65,35.228,6.8611,6.8611,67.894,2.1801,7.7315,0.1349,0.5028
2026-01-01 01:40:00.000000001,1.6667,35.256,6.8536,6.8536,66.677,2.2805,7.6876,0.2058,0.5225
2026-01-01 01:40:59.999999998,1.6833,35.34,6.8101,6.8101,66.866,2.132,7.6386,0.1646,0.524
2026-01-01 01:42:00.000000000,1.7,35.258,6.8249,6.8249,67.292,2.231,7.7193,0.2141,0.4775
2026-01-01 01:43:00.000000001,1.7167,35.313,6.8191,6.8191,66.215,2.0041,8.0338,0.2212,0.4963
2026-01-01 01:43:59.999999998,1.7333,35.23,6.854,6.854,69.061,2.1293,7.7415,0.1624,0.4561
2026-01-01 01:45:00.000000000,1.75,35.267,6.8431,6.8431,68.237,2.2069,7.577,0.2263,0.5022
2026-01-01 01:46:00.000000001,1.7667,35.231,6.8121,6.8121,67.926,2.1804,7.8842,0.1865,0.512
2026-01-01 01:46:59.999999998,1.7833,35.262,6.8364,6.8364,66.204,2.1075,7.6733,0.1938,0.5314
2026-01-01 01:48:00.000000000,1.8,35.321,6.8106,6.8106,66.504,2.1737,7.7844,0.0717,0.4643
2026-01-01 01:49:00.000000001,1.8167,35.193,6.8396,6.8396,67.967,2.2421,7.6487,0.1334,0.4782
2026-01-01 01:49:59.999999998,1.8333,35.301,6.8079,6.8079,69.551,2.2109,7.9293,0.1369,0.5029
2026-01-01 01:51:00.000000000,1.85,35.292,6.8518,6.8518,67.42,2.2248,7.6463,0.1676,0.4676
2026-01-01 01:52:00.000000001,1.8667,35.25,6.849,6.849,68.675,2.2805,7.9423,0.1901,0.5034
2026-01-01 01:52:59.999999998,1.8833,35.208,6.8799,6.8799,67.603,2.1966,7.573,0.1929,0.5125
2026-01-01 01:54:00.000000000,1.9,35.284,6.8589,6.8589,68.035,2.3349,7.6842,0.2002,0.4744
2026-01-01 01:55:00.000000001,1.9167,35.254,6.8337,6.8337,68.965,2.1491,7.9358,0.1525,0.5027
2026-01-01 01:55:59.999999998,1.9333,35.292,6.8588,6.8588,67.719,2.3846,7.7488,0.2221,0.4758
2026-01-01 01:57:00.000000000,1.95,35.281,6.8147,6.8147,67.446,2.3215,8.062,0.2788,0.5275
2026-01-01 01:58:00.000000001,1.9667,35.36,6.8236,6.8236,69.133,2.2061,7.6787,0.1715,0.5041
2026-01-01 01:58:59.999999998,1.9833,35.268,6.8497,6.8497,68.036,2.2135,7.7553,0.1567,0.4872
2026-01-01 02:00:00.000000000,2.0,35.229,6.8001,6.8001,68.873,2.2553,8.0003,0.1565,0.4752
2026-01-01 02:01:00.000000001,2.0167,35.289,6.8428,6.8428,67.452,2.2887,7.4852,0.1958,0.5078
2026-01-01 02:01:59.999999998,2.0333,35.29,6.8233,6.8233,69.124,2.3305,7.4643,0.166,0.5272
2026-01-01 02:03:00.000000000,2.05,35.347,6.846,6.846,68.217,2.1378,7.5884,0.1066,0.4846
2026-01-01 02:04:00.000000001,2.0667,35.321,6.8226,6.8226,68.344,2.2821,7.8275,0.1211,0.4912
2026-01-01 02:04:59.999999998,2.0833,35.296,6.8528,6.8528,68.099,2.0799,7.4617,0.2457,0.485
2026-01-01 02:06:00.000000000,2.1,35.351,6.8449,6.8449,67.586,2.2372,7.7905,0.2596,0.5311
2026-01-01 02:07:00.000000001,2.1167,35.218,6.8728,6.8728,67.986,2.3698,7.7777,0.2763,0.4618
2026-01-01 02:07:59.999999998,2.1333,35.245,6.8451,6.8451,67.629,2.1422,7.9986,0.2084,0.5257
2026-01-01 02:09:00.000000000,2.15,35.23,6.8298,6.8298,68.747,2.1298,7.8511,0.1484,0.4925
2026-01-01 02:10:00.000000001,2.1667,35.257,6.8404,6.8404,67.812,2.2775,7.7466,0.1768,0.4986
2026-01-01 02:10:59.999999998,2.1833,35.207,6.8186,6.8186,66.772,2.373,7.8936,0.125,0.4932
2026-01-01 02:12:00.000000000,2.2,35.307,6.8538,6.8538,66.62,2.2901,7.7683,0.1239,0.5048
2026-01-01 02:13:00.000000001,2.2167,35.263,6.8577,6.8577,66.575,2.1139,7.6163,0.2139,0.4854
2026-01-01 02:13:59.999999998,2.2333,35.2,6.8954,6.8954,68.444,2.1337,7.5113,0.2289,0.5212
2026-01-01 02:15:00.000000000,2.25,35.222,6.8338,6.8338,67.021,2.2783,7.5954,0.3007,0.522
2026-01-01 02:16:00.000000001,2.2667,35.288,6.841,6.841,68.175,2.1783,7.6725,0.1994,0.4803
2026-01-01 02:16:59.999999998,2.2833,35.313,6.835,6.835,68.035,2.2857,7.7026,0.1365,0.5133
2026-01-01 02:18:00.000000000,2.3,35.37,6.8509,6.8509,67.865,2.2926,7.3538,0.1991,0.4929
2026-01-01 02:19:00.000000001,2.3167,35.415,6.8545,6.8545,68.258,2.2398,7.6389,0.1919,0.501
2026-01-01 02:19:59.999999998,2.3333,35.289,6.8459,6.8459,68.024,2.4263,7.6739,0.1823,0.5305
2026-01-01 02:21:00.000000000,2.35,35.218,6.8689,6.8689,65.72,2.3305,7.7496,0.2248,0.4865
2026-01-01 02:22:00.000000001,2.3667,35.16,6.8349,6.8349,67.618,2.3824,7.9092,0.1477,0.5185
2026-01-01 02:22:59.999999998,2.3833,35.279,6.8671,6.8671,68.205,2.3612,7.6908,0.2158,0.5091
2026-01-01 02:24:00.000000000,2.4,35.224,6.8583,6.8583,69.165,2.2777,7.5243,0.2427,0.4961
2026-01-01 02:25:00.000000001,2.4167,35.243,6.8474,6.8474,69.19,2.2763,7.3858,0.2819,0.5073
2026-01-01 02:25:59.999999998,2.4333,35.232,6.8415,6.8415,66.737,2.2702,7.7594,0.2273,0.505
2026-01-01 02:27:00.000000000,2.45,35.254,6.8965,6.8965,67.535,2.3507,7.5238,0.2647,0.4768
2026-01-01 02:28:00.000000001,2.4667,35.313,6.8317,6.8317,66.548,2.2463,7.7819,0.1912,0.4879
2026-01-01 02:28:59.999999998,2.4833,35.267,6.8541,6.8541,69.002,2.4385,7.8593,0.199,0.4791
2026-01-01 02:30:00.000000000,2.5,35.25,6.8333,6.8333,68.582,2.243,7.4159,0.2824,0.4945
2026-01-01 02:31:00.000000001,2.5167,35.205,6.8841,6.8841,68.037,2.322,7.7284,0.1473,0.5269
2026-01-01 02:31:59.999999998,2.5333,35.171,6.8663,6.8663,67.874,2.2887,7.837,0.1965,0.5116
2026-01-01 02:33:00.000000000,2.55,35.23,6.8351,6.8351,68.829,2.2731,7.7937,0.2739,0.4713
2026-01-01 02:34:00.000000001,2.5667,35.25,6.859,6.859,68.677,2.4851,7.3242,0.2077,0.4945
2026-01-01 02:34:59.999999998,2.5833,35.34,6.854,6.854,68.617,2.2784,7.5084,0.2048,0.5047
2026-01-01 02:36:00.000000000,2.6,35.256,6.8386,6.8386,68.038,2.2913,7.4423,0.2067,0.5149
2026-01-01 02:37:00.000000001,2.6167,35.298,6.8642,6.8642,67.376,2.2647,7.7106,0.2266,0.487
2026-01-01 02:37:59.999999998,2.6333,35.222,6.8569,6.8569,68.25,2.3233,7.6919,0.2759,0.4753
2026-01-01 02:39:00.000000000,2.65,35.186,6.8535,6.8535,68.27,2.3141,7.223,0.2686,0.4989
2026-01-01 02:40:00.000000001,2.6667,35.196,6.8484,6.8484,67.446,2.2348,7.5804,0.2238,0.5114
2026-01-01 02:40:59.999999998,2.6833,35.206,6.8579,6.8579,67.297,2.2926,7.7434,0.2787,0.5047
2026-01-01 02:42:00.000000000,2.7,35.348,6.854,6.854,68.465,2.3775,7.6433,0.242,0.4823
2026-01-01 02:43:00.000000001,2.7167,35.199,6.8506,6.8506,68.868,2.4131,7.6409,0.2687,0.5351
2026-01-01 02:43:59.999999998,2.7333,35.28,6.8367,6.8367,66.916,2.335,7.562,0.1752,0.498
2026-01-01 02:45:00.000000000,2.75,35.191,6.8834,6.8834,67.284,2.34,7.4558,0.3143,0.5039
2026-01-01 02:46:00.000000001,2.7667,35.282,6.8286,6.8286,67.753,2.3086,7.6099,0.2392,0.4868
2026-01-01 02:46:59.999999998,2.7833,35.253,6.8582,6.8582,67.839,2.2995,7.6181,0.0917,0.5221
2026-01-01 02:48:00.000000000,2.8,35.224,6.8433,6.8433,67.009,2.2683,7.7004,0.3129,0.5114
2026-01-01 02:49:00.000000001,2.8167,35.228,6.885,6.885,68.911,2.2195,7.7104,0.231,0.5063
2026-01-01 02:49:59.999999998,2.8333,35.196,6.8317,6.8317,67.718,2.2901,7.6166,0.2118,0.477
2026-01-01 02:51:00.000000000,2.85,35.249,6.8351,6.8351,67.781,2.4208,7.7658,0.2021,0.5219
2026-01-01 02:52:00.000000001,2.8667,35.203,6.8305,6.8305,68.739,2.3167,7.5432,0.2552,0.5151
2026-01-01 02:52:59.999999998,2.8833,35.163,6.8564,6.8564,66.947,2.3252,7.3806,0.1897,0.5203
2026-01-01 02:54:00.000000000,2.9,35.158,6.8225,6.8225,67.21,2.3258,7.6666,0.2061,0.5007
2026-01-01 02:55:00.000000001,2.9167,35.229,6.8404,6.8404,66.253,2.4569,7.6119,0.2081,0.4985
2026-01-01 02:55:59.999999998,2.9333,35.298,6.8069,6.8069,67.092,2.2852,7.6653,0.222,0.4964
2026-01-01 02:57:00.000000000,2.95,35.225,6.8548,6.8548,66.012,2.3839,7.3989,0.2117,0.5456
2026-01-01 02:58:00.000000001,2.9667,35.21,6.84,6.84,67.774,2.3584,7.8551,0.2809,0.4892
2026-01-01 02:58:59.999999998,2.9833,35.228,6.8202,6.8202,67.485,2.3716,7.6909,0.2527,0.4763
2026-01-01 03:00:00.000000000,3.0,35.277,6.8717,6.8717,66.9,2.3879,7.5389,0.2596,0.4925
2026-01-01 03:01:00.000000001,3.0167,35.221,6.8238,6.8238,67.013,2.3752,7.4397,0.2714,0.4893
2026-01-01 03:01:59.999999998,3.0333,35.188,6.8659,6.8659,67.674,2.4363,7.7394,0.237,0.5252
2026-01-01 03:03:00.000000000,3.05,35.262,6.836,6.836,66.128,2.3727,7.4104,0.1915,0.4729
2026-01-01 03:04:00.000000001,3.0667,35.227,6.882,6.882,67.171,2.5168,7.9127,0.3336,0.4888
2026-01-01 03:04:59.999999998,3.0833,35.28,6.8649,6.8649,67.538,2.3831,7.4794,0.2906,0.5038
2026-01-01 03:06:00.000000000,3.1,35.211,6.8298,6.8298,65.523,2.2455,7.8273,0.3257,0.5254
2026-01-01 03:07:00.000000001,3.1167,35.139,6.8316,6.8316,67.466,2.435,7.5394,0.2976,0.5143
2026-01-01 03:07:59.999999998,3.1333,35.13,6.862,6.862,65.549,2.4176,7.8021,0.2237,0.5324
2026-01-01 03:09:00.000000000,3.15,35.279,6.8446,6.8446,66.763,2.3911,7.4526,0.1302,0.5069
2026-01-01 03:10:00.000000001,3.1667,35.281,6.8464,6.8464,65.896,2.3699,7.5635,0.187,0.4959
2026-01-01 03:10:59.999999998,3.1833,35.184,6.8752,6.8752,67.94,2.2238,7.6793,0.2811,0.5171
2026-01-01 03:12:00.000000000,3.2,35.173,6.8348,6.8348,65.838,2.2394,7.6557,0.2451,0.4727
2026-01-01 03:13:00.000000001,3.2167,35.263,6.8515,6.8515,65.411,2.5292,7.7194,0.23,0.4658
2026-01-01 03:13:59.999999998,3.2333,35.133,6.8687,6.8687,66.806,2.3528,7.4791,0.1271,0.5195
2026-01-01 03:15:00.000000000,3.25,35.142,6.8658,6.8658,66.336,2.4792,7.5628,0.2521,0.5042
2026-01-01 03:16:00.000000001,3.2667,35.217,6.8463,6.8463,65.43,2.2759,7.7352,0.1995,0.5193
2026-01-01 03:16:59.999999998,3.2833,35.164,6.8437,6.8437,67.021,2.3227,7.44,0.2182,0.483
2026-01-01 03:18:00.000000000,3.3,35.182,6.8146,6.8146,64.974,2.463,7.6296,0.2978,0.5257
2026-01-01 03:19:00.000000001,3.3167,35.172,6.8282,6.8282,65.705,2.4028,7.5087,0.2047,0.5134
2026-01-01 03:19:59.999999998,3.3333,35.195,6.8556,6.8556,66.04,2.4562,7.5703,0.2103,0.4994
2026-01-01 03:21:00.000000000,3.35,35.247,6.8464,6.8464,67.108,2.4144,7.55,0.2672,0.5041
2026-01-01 03:22:00.000000001,3.3667,35.18,6.8506,6.8506,67.468,2.4011,7.417,0.3024,0.5069
2026-01-01 03:22:59.999999998,3.3833,35.206,6.8698,6.8698,67.279,2.3656,7.494,0.2395,0.4829
2026-01-01 03:24:00.000000000,3.4,35.07,6.8252,6.8252,66.239,2.3268,7.5527,0.3338,0.4923
2026-01-01 03:25:00.000000001,3.4167,35.168,6.8441,6.8441,64.385,2.5368,7.5135,0.1974,0.5066
2026-01-01 03:25:59.999999998,3.4333,35.127,6.8525,6.8525,66.604,2.5522,7.7627,0.1895,0.4915
2026-01-01 03:27:00.000000000,3.45,35.107,6.8345,6.8345,67.432,2.346,7.6762,0.1861,0.4706
2026-01-01 03:28:00.000000001,3.4667,35.122,6.8771,6.8771,67.207,2.3431,7.5661,0.1813,0.5059
2026-01-01 03:28:59.999999998,3.4833,35.148,6.8666,6.8666,66.555,2.4058,7.406,0.2816,0.5167
2026-01-01 03:30:00.000000000,3.5,35.209,6.8541,6.8541,65.196,2.4632,7.3948,0.2168,0.5214
2026-01-01 03:31:00.000000001,3.5167,35.095,6.8841,6.8841,65.691,2.4237,7.8123,0.196,0.5106
2026-01-01 03:31:59.999999998,3.5333,35.162,6.8181,6.8181,67.622,2.4805,7.3627,0.2864,0.5164
2026-01-01 03:33:00.000000000,3.55,35.134,6.8478,6.8478,64.905,2.4389,7.5292,0.3095,0.5198
2026-01-01 03:34:00.000000001,3.5667,35.141,6.8551,6.8551,65.083,2.4359,7.5641,0.3217,0.5016
2026-01-01 03:34:59.999999998,3.5833,35.206,6.8294,6.8294,66.718,2.6404,7.4612,0.3138,0.4576
2026-01-01 03:36:00.000000000,3.6,35.181,6.8536,6.8536,65.582,2.4077,7.3555,0.225,0.5232
2026-01-01 03:37:00.000000001,3.6167,35.22,6.8253,6.8253,64.944,2.5832,7.386,0.2856,0.4821
2026-01-01 03:37:59.999999998,3.6333,35.144,6.8611,6.8611,67.074,2.57,7.4197,0.2975,0.4774
2026-01-01 03:39:00.000000000,3.65,35.116,6.8683,6.8683,66.183,2.4969,7.3931,0.2498,0.4779
2026-01-01 03:40:00.000000001,3.6667,35.138,6.8524,6.8524,65.471,2.3048,7.6966,0.2826,0.5497
2026-01-01 03:40:59.999999998,3.6833,35.16,6.8098,6.8098,64.822,2.4637,7.494,0.2127,0.5088
2026-01-01 03:42:00.000000000,3.7,35.156,6.8273,6.8273,67.338,2.4223,7.4147,0.2447,0.4792
2026-01-01 03:43:00.000000001,3.7167,35.091,6.8578,6.8578,65.643,2.4674,7.5073,0.2956,0.4863
2026-01-01 03:43:59.999999998,3.7333,35.149,6.8468,6.8468,66.742,2.3831,7.5894,0.3533,0.5
2026-01-01 03:45:00.000000000,3.75,35.155,6.7923,6.7923,66.3,2.5309,7.4354,0.3363,0.5108
2026-01-01 03:46:00.000000001,3.7667,35.268,6.8709,6.8709,65.13,2.5515,7.6203,0.3127,0.5056
2026-01-01 03:46:59.999999998,3.7833,35.235,6.8486,6.8486,65.098,2.5687,7.2923,0.2845,0.4814
2026-01-01 03:48:00.000000000,3.8,35.097,6.8293,6.8293,66.626,2.4468,7.6566,0.2776,0.5063
2026-01-01 03:49:00.000000001,3.8167,35.125,6.8654,6.8654,66.6,2.3949,7.4775,0.2099,0.4878
2026-01-01 03:49:59.999999998,3.8333,35.065,6.8318,6.8318,63.89,2.5102,7.4695,0.2414,0.5209
2026-01-01 03:51:00.000000000,3.85,35.108,6.8314,6.8314,65.792,2.6248,7.3707,0.2439,0.5011
2026-01-01 03:52:00.000000001,3.8667,35.152,6.8521,6.8521,65.217,2.4922,7.2884,0.3137,0.4848
2026-01-01 03:52:59.999999998,3.8833,35.196,6.8804,6.8804,64.448,2.5252,7.2206,0.3331,0.5138
